Time (sec),latitude(deg),longitude(deg),X (m),Y (m),height(m),sdn(m),sde(m),sdu(m),Vn(km/h),Vn (m/s),Ve(km/h),Ve(m/s),Vd(km/h),Vu(m/s)
2192,45.95677099,-66.62896959,683735.6121,5091977.963,-19.5427,5.8499,3.0584,7.6557,1.801,0.500277778,0.851,0.236388889,-0.013,0.003611111
2193,45.95675973,-66.6289755,683735.1914,5091976.698,-19.4838,5.8501,3.0585,7.6558,1.766,0.490555556,1.189,0.330277778,0,0
2194,45.956751,-66.62898335,683734.612,5091975.71,-19.6295,5.8503,3.0586,7.6559,1.729,0.480277778,1.272,0.353333333,-0.034,0.009444444
2195,45.95674585,-66.62899281,683733.8959,5091975.116,-19.8838,5.8505,3.0587,7.656,1.638,0.455,1.193,0.331388889,-0.047,0.013055556
2196,45.95673971,-66.62900459,683733.0034,5091974.407,-19.8207,5.8507,3.0588,7.6561,1.672,0.464444444,1.155,0.320833333,-0.017,0.004722222
2197,45.9567374,-66.62901515,683732.1927,5091974.126,-19.928,5.8509,3.0589,7.6563,1.639,0.455277778,1.319,0.366388889,-0.073,0.020277778
2198,45.95673701,-66.62902432,683731.4834,5091974.062,-19.9211,5.8511,3.059,7.6564,1.389,0.385833333,1.986,0.551666667,-0.068,0.018888889
2199,45.95673756,-66.62903241,683730.8547,5091974.104,-19.856,5.8513,3.0591,7.6565,1.061,0.294722222,2.347,0.651944444,0.003,-0.000833333
2200,45.95673875,-66.62903814,683730.4068,5091974.223,-19.5646,5.8515,3.0592,7.6566,0.916,0.254444444,2.53,0.702777778,0.033,-0.009166667
2201,45.95674241,-66.62904004,683730.2474,5091974.625,-19.5198,5.8517,3.0593,7.6567,1.005,0.279166667,2.727,0.7575,-0.046,0.012777778
2202,45.95674758,-66.62904102,683730.1544,5091975.197,-19.8663,5.8519,3.0594,7.6568,1.002,0.278333333,2.813,0.781388889,-0.004,0.001111111
2203,45.95675247,-66.62903904,683730.2917,5091975.745,-19.9588,5.8521,3.0595,7.657,1.04,0.288888889,2.855,0.793055556,0.017,-0.004722222
2204,45.95675867,-66.62903664,683730.4571,5091976.44,-20.1742,5.8523,3.0596,7.6571,1.163,0.323055556,2.976,0.826666667,-0.028,0.007777778
2205,45.95676284,-66.62903278,683730.7425,5091976.912,-20.2318,5.8525,3.0597,7.6572,1.136,0.315555556,3.158,0.877222222,0.01,-0.002777778
2206,45.95676824,-66.62903081,683730.8773,5091977.516,-20.1579,5.8527,3.0598,7.6573,0.98,0.272222222,3.335,0.926388889,-0.045,0.0125
2207,45.95677347,-66.62902848,683731.0405,5091978.103,-20.3126,5.8529,3.0599,7.6574,0.843,0.234166667,3.444,0.956666667,-0.037,0.010277778
2208,45.9567783,-66.62902432,683731.3469,5091978.649,-20.3372,5.8531,3.06,7.6575,0.89,0.247222222,3.341,0.928055556,-0.116,0.032222222
2209,45.95678475,-66.62901681,683731.9075,5091979.383,-20.0678,5.8533,3.0601,7.6576,1.025,0.284722222,3.257,0.904722222,0.004,-0.001111111
2210,45.95678813,-66.62900979,683732.4403,5091979.775,-19.8731,5.8535,3.0602,7.6578,1.107,0.3075,3.25,0.902777778,-0.067,0.018611111
2211,45.95679392,-66.62900066,683733.1287,5091980.439,-20.2557,5.8536,3.0603,7.6579,1.017,0.2825,3.318,0.921666667,0.026,-0.007222222
2212,45.95679628,-66.62899178,683733.809,5091980.722,-19.7835,5.8538,3.0604,7.658,0.99,0.275,3.176,0.882222222,0.035,-0.009722222
2213,45.95679881,-66.62898307,683734.4756,5091981.023,-20.0921,5.854,3.0605,7.6581,1.164,0.323333333,3.261,0.905833333,-0.037,0.010277778
2214,45.95680232,-66.62897087,683735.4093,5091981.441,-20.0838,5.8542,3.0606,7.6582,1.174,0.326111111,3.301,0.916944444,0.067,-0.018611111
2215,45.95680611,-66.6289611,683736.1539,5091981.885,-20.1036,5.8544,3.0607,7.6583,1.041,0.289166667,3.309,0.919166667,0,0
2216,45.95680684,-66.62894959,683737.0434,5091981.992,-19.7879,5.8546,3.0608,7.6584,0.882,0.245,3.591,0.9975,-0.068,0.018888889
2217,45.95681044,-66.62893751,683737.9676,5091982.42,-19.9244,5.8548,3.0609,7.6586,0.77,0.213888889,3.595,0.998611111,-0.012,0.003333333
2218,45.9568162,-66.62892363,683739.0241,5091983.092,-19.8543,5.8549,3.061,7.6587,0.89,0.247222222,3.475,0.965277778,0.028,-0.007777778
2219,45.95681786,-66.62891224,683739.9012,5091983.303,-19.8835,5.8551,3.0611,7.6588,0.934,0.259444444,3.523,0.978611111,-0.01,0.002777778
2220,45.95682427,-66.62889987,683740.8386,5091984.043,-20.1735,5.8553,3.0612,7.6589,0.809,0.224722222,3.566,0.990555556,-0.012,0.003333333
2221,45.95682767,-66.62888784,683741.7595,5091984.449,-20.5215,5.8555,3.0613,7.659,0.528,0.146666667,3.61,1.002777778,0.089,-0.024722222
2222,45.95682968,-66.62887533,683742.7223,5091984.701,-20.7513,5.8557,3.0614,7.6591,0.417,0.115833333,3.742,1.039444444,-0.045,0.0125
2223,45.95683107,-66.62886362,683743.6251,5091984.883,-20.5539,5.8558,3.0615,7.6592,0.226,0.062777778,3.916,1.087777778,0.033,-0.009166667
2224,45.95683391,-66.62885243,683744.4828,5091985.224,-20.658,5.856,3.0616,7.6593,0.151,0.041944444,3.966,1.101666667,-0.009,0.0025
2225,45.95683539,-66.62884424,683745.1126,5091985.407,-20.4568,5.8562,3.0617,7.6594,0.099,0.0275,3.963,1.100833333,-0.082,0.022777778
2226,45.95683664,-66.6288315,683746.0957,5091985.576,-20.4148,5.8564,3.0618,7.6596,0.164,0.045555556,3.946,1.096111111,-0.064,0.017777778
2227,45.95683678,-66.62881846,683747.1057,5091985.621,-20.0939,5.8566,3.0619,7.6597,0.322,0.089444444,3.906,1.085,-0.042,0.011666667
2228,45.9568386,-66.62880758,683747.9428,5091985.848,-19.9796,5.8567,3.062,7.6598,0.338,0.093888889,3.97,1.102777778,-0.052,0.014444444
2229,45.9568414,-66.62879597,683748.8332,5091986.186,-20.0497,5.8569,3.0621,7.6599,0.062,0.017222222,4.139,1.149722222,-0.044,0.012222222
2230,45.95684431,-66.62878451,683749.7116,5091986.536,-19.9477,5.8571,3.0622,7.66,-0.207,-0.0575,4.079,1.133055556,0.014,-0.003888889
2231,45.95684688,-66.62876957,683750.8608,5091986.856,-20.0191,5.8573,3.0623,7.6601,-0.158,-0.043888889,3.952,1.097777778,0.081,-0.0225
2232,45.9568486,-66.62875678,683751.8462,5091987.077,-20.1654,5.8574,3.0624,7.6602,0.245,0.068055556,3.774,1.048333333,-0.008,0.002222222
2233,45.95685089,-66.62874311,683752.8979,5091987.363,-20.2562,5.8576,3.0625,7.6603,0.585,0.1625,3.683,1.023055556,0.019,-0.005277778
2234,45.95685326,-66.62872926,683753.9633,5091987.658,-20.2063,5.8578,3.0626,7.6604,0.888,0.246666667,3.423,0.950833333,-0.058,0.016111111
2235,45.956855,-66.62871514,683755.0517,5091987.884,-20.3342,5.8579,3.0627,7.6605,0.967,0.268611111,3.363,0.934166667,-0.1,0.027777778
2236,45.95685691,-66.62870025,683756.1993,5091988.13,-20.1881,5.8581,3.0628,7.6606,1.044,0.29,3.292,0.914444444,-0.037,0.010277778
2237,45.95685682,-66.62868612,683757.2945,5091988.153,-20.2667,5.8583,3.0629,7.6607,1.221,0.339166667,3.099,0.860833333,-0.119,0.033055556
2238,45.9568562,-66.62867341,683758.2814,5091988.113,-20.2877,5.8585,3.063,7.6609,1.283,0.356388889,3.124,0.867777778,0.071,-0.019722222
2239,45.95685697,-66.62865815,683759.4614,5091988.234,-20.3646,5.8586,3.0631,7.661,1.06,0.294444444,2.573,0.714722222,-0.105,0.029166667
2240,45.95685554,-66.6286432,683760.6246,5091988.11,-20.0698,5.8588,3.0632,7.6611,0.664,0.184444444,2.251,0.625277778,-0.061,0.016944444
2241,45.95685403,-66.62862936,683761.7021,5091987.974,-20.2052,5.859,3.0633,7.6612,0.237,0.065833333,2.181,0.605833333,-0.067,0.018611111
2242,45.95685273,-66.62861548,683762.7819,5091987.861,-20.1568,5.8591,3.0634,7.6613,-0.171,-0.0475,2.123,0.589722222,-0.038,0.010555556
2243,45.95685459,-66.62860297,683763.7452,5091988.097,-20.263,5.8593,3.0635,7.6614,-0.458,-0.127222222,1.989,0.5525,-0.113,0.031388889
2244,45.95685724,-66.62859179,683764.6028,5091988.417,-20.1351,5.8594,3.0636,7.6615,-0.773,-0.214722222,1.907,0.529722222,0.037,-0.010277778
2245,45.95685929,-66.62858061,683765.4623,5091988.671,-19.966,5.8596,3.0637,7.6616,-0.787,-0.218611111,2.312,0.642222222,-0.05,0.013888889
2246,45.95685956,-66.62857117,683766.1929,5091988.722,-19.7087,5.8598,3.0638,7.6617,-0.837,-0.2325,3.037,0.843611111,-0.037,0.010277778
2247,45.95686493,-66.62855812,683767.1864,5091989.349,-20.017,5.8599,3.0639,7.6618,-1.04,-0.288888889,3.565,0.990277778,-0.113,0.031388889
2248,45.95686854,-66.62854659,683768.068,5091989.777,-19.9523,5.8601,3.064,7.6619,-1.423,-0.395277778,3.821,1.061388889,-0.004,0.001111111
2249,45.95687014,-66.6285365,683768.8445,5091989.978,-19.8997,5.8603,3.0641,7.662,-1.567,-0.435277778,3.914,1.087222222,0.076,-0.021111111
2250,45.95687102,-66.62852849,683769.4623,5091990.094,-19.7331,5.8604,3.0642,7.6621,-1.28,-0.355555556,3.909,1.085833333,0.048,-0.013333333
2251,45.956869,-66.62852013,683770.1168,5091989.889,-19.6072,5.8606,3.0643,7.6622,-0.806,-0.223888889,3.92,1.088888889,-0.001,0.000277778
2252,45.95686969,-66.62851346,683770.6314,5091989.981,-19.6048,5.8607,3.0645,7.6623,-0.171,-0.0475,3.818,1.060555556,-0.025,0.006944444
2253,45.95687019,-66.62850415,683771.3512,5091990.058,-19.5044,5.8609,3.0646,7.6624,0.294,0.081666667,3.745,1.040277778,-0.106,0.029444444
2254,45.95686787,-66.62849573,683772.0113,5091989.82,-19.7426,5.861,3.0647,7.6625,0.569,0.158055556,3.581,0.994722222,-0.059,0.016388889
2255,45.95686651,-66.62848852,683772.5745,5091989.685,-19.8661,5.8612,3.0648,7.6626,0.887,0.246388889,3.304,0.917777778,0.125,-0.034722222
2256,45.9568654,-66.62847972,683773.2601,5091989.582,-20.0511,5.8614,3.0649,7.6627,1.32,0.366666667,2.986,0.829444444,-0.06,0.016666667
2257,45.95686285,-66.62846795,683774.1806,5091989.326,-19.9244,5.8615,3.065,7.6629,1.697,0.471388889,2.749,0.763611111,-0.157,0.043611111
2258,45.95686037,-66.62845505,683775.1884,5091989.08,-20.0578,5.8617,3.0651,7.663,1.881,0.5225,2.42,0.672222222,-0.024,0.006666667
2259,45.95685683,-66.62844202,683776.2098,5091988.717,-19.9753,5.8618,3.0652,7.6631,1.957,0.543611111,1.836,0.51,0.071,-0.019722222
2260,45.95685726,-66.62842771,683777.3173,5091988.798,-19.9602,5.862,3.0653,7.6632,2.223,0.6175,1.491,0.414166667,-0.013,0.003611111
2261,45.95685542,-66.62841435,683778.3587,5091988.624,-20.0085,5.8621,3.0654,7.6633,2.323,0.645277778,0.977,0.271388889,-0.047,0.013055556
2262,45.95685409,-66.62840236,683779.2922,5091988.504,-20.1489,5.8623,3.0655,7.6634,2.244,0.623333333,0.239,0.066388889,0.023,-0.006388889
2263,45.95685431,-66.62839027,683780.2283,5091988.556,-20.0783,5.8624,3.0656,7.6635,2.159,0.599722222,-0.525,-0.145833333,0.006,-0.001666667
2264,45.95685336,-66.62837763,683781.2109,5091988.48,-20.1223,5.8626,3.0657,7.6636,1.918,0.532777778,-1.201,-0.333611111,-0.015,0.004166667
2265,45.95685462,-66.62836584,683782.1204,5091988.647,-19.9642,5.8627,3.0658,7.6637,1.651,0.458611111,-1.615,-0.448611111,-0.036,0.01
2266,45.95685717,-66.62835388,683783.0387,5091988.958,-20.0264,5.8629,3.0659,7.6638,1.587,0.440833333,-1.675,-0.465277778,-0.09,0.025
2267,45.95685801,-66.62834368,683783.8263,5091989.075,-20.042,5.863,3.066,7.6639,1.666,0.462777778,-1.51,-0.419444444,-0.082,0.022777778
2268,45.95686234,-66.62833391,683784.5691,5091989.579,-20.0538,5.8632,3.0661,7.664,1.635,0.454166667,-1.382,-0.383888889,-0.051,0.014166667
2269,45.95686488,-66.62832722,683785.0791,5091989.876,-19.8687,5.8633,3.0662,7.6641,1.576,0.437777778,-1.48,-0.411111111,-0.072,0.02
2270,45.95686813,-66.62832022,683785.6108,5091990.254,-19.7873,5.8635,3.0663,7.6642,1.618,0.449444444,-1.643,-0.456388889,-0.069,0.019166667
2271,45.95687452,-66.62831317,683786.136,5091990.98,-19.9958,5.8636,3.0664,7.6643,1.559,0.433055556,-1.618,-0.449444444,-0.025,0.006944444
2272,45.9568795,-66.62830985,683786.3768,5091991.541,-20.1023,5.8638,3.0665,7.6644,1.684,0.467777778,-1.339,-0.371944444,0.007,-0.001944444
2273,45.95688195,-66.62830773,683786.5329,5091991.818,-20.0804,5.8639,3.0666,7.6645,1.693,0.470277778,-1.21,-0.336111111,-0.031,0.008611111
2274,45.95688577,-66.62831,683786.3444,5091992.237,-19.8463,5.864,3.0667,7.6646,1.692,0.47,-1.239,-0.344166667,-0.014,0.003888889
2275,45.95688953,-66.62831283,683786.1127,5091992.648,-19.9279,5.8642,3.0669,7.6647,1.725,0.479166667,-1.324,-0.367777778,-0.032,0.008888889
2276,45.95689405,-66.6283171,683785.7668,5091993.141,-20.1013,5.8643,3.067,7.6648,1.653,0.459166667,-1.439,-0.399722222,-0.061,0.016944444
2277,45.95689658,-66.62832141,683785.4245,5091993.412,-20.0008,5.8645,3.0671,7.6649,1.695,0.470833333,-1.536,-0.426666667,-0.058,0.016111111
2278,45.95690162,-66.6283248,683785.1451,5091993.964,-20.0171,5.8646,3.0672,7.6649,1.632,0.453333333,-1.706,-0.473888889,-0.071,0.019722222
2279,45.9569074,-66.62832935,683784.7734,5091994.595,-20.1776,5.8647,3.0673,7.665,1.658,0.460555556,-1.705,-0.473611111,-0.041,0.011388889
2280,45.95691341,-66.62833459,683784.3475,5091995.251,-20.3166,5.8649,3.0674,7.6651,1.782,0.495,-1.55,-0.430555556,-0.049,0.013611111
2281,45.95691795,-66.62834088,683783.8451,5091995.741,-20.0496,5.865,3.0675,7.6652,1.724,0.478888889,-1.535,-0.426388889,-0.081,0.0225
2282,45.95691791,-66.62834085,683783.8475,5091995.737,-18.4957,5.7469,2.7662,6.5309,1.799,0.499722222,-1.524,-0.423333333,-0.067,0.018611111
2283,45.95692065,-66.62834721,683783.3456,5091996.026,-18.5151,5.747,2.7661,6.5308,2.126,0.590555556,-1.211,-0.336388889,-0.019,0.005277778
2284,45.95692423,-66.62835326,683782.865,5091996.41,-18.6304,5.7471,2.7661,6.5308,2.182,0.606111111,-0.808,-0.224444444,-0.096,0.026666667
2285,45.95692823,-66.62835693,683782.5673,5091996.846,-18.5651,5.7472,2.766,6.5307,2.14,0.594444444,-0.638,-0.177222222,-0.07,0.019444444
2286,45.95693424,-66.62836167,683782.1801,5091997.503,-18.7219,5.7473,2.766,6.5306,2.256,0.626666667,-0.603,-0.1675,-0.119,0.033055556
2287,45.95693913,-66.62836735,683781.7238,5091998.033,-18.626,5.7474,2.7659,6.5306,2.295,0.6375,-0.265,-0.073611111,-0.049,0.013611111
2288,45.95694376,-66.62837239,683781.318,5091998.536,-18.5896,5.7475,2.7659,6.5305,2.417,0.671388889,0.108,0.03,-0.028,0.007777778
2289,45.95694936,-66.62837975,683780.7291,5091999.141,-18.7623,5.7476,2.7658,6.5305,2.314,0.642777778,0.163,0.045277778,-0.141,0.039166667
2290,45.95695195,-66.62838606,683780.2316,5091999.414,-18.8746,5.7477,2.7658,6.5304,2.285,0.634722222,-0.014,-0.003888889,-0.079,0.021944444
2291,45.95695489,-66.62839084,683779.8515,5091999.73,-18.7877,5.7478,2.7657,6.5304,2.291,0.636388889,-0.27,-0.075,0.023,-0.006388889
2292,45.95695846,-66.62839749,683779.3243,5092000.111,-18.714,5.748,2.7657,6.5303,2.251,0.625277778,-0.375,-0.104166667,-0.078,0.021666667
2293,45.95696469,-66.62840295,683778.8806,5092000.791,-18.5937,5.7481,2.7656,6.5302,2.264,0.628888889,-0.241,-0.066944444,-0.042,0.011666667
2294,45.95697034,-66.62840685,683778.5597,5092001.41,-18.4566,5.7482,2.7656,6.5302,2.274,0.631666667,-0.255,-0.070833333,-0.007,0.001944444
2295,45.95697723,-66.62840852,683778.4075,5092002.171,-18.455,5.7483,2.7655,6.5301,2.247,0.624166667,-0.396,-0.11,-0.054,0.015
2296,45.95698462,-66.62841211,683778.1049,5092002.984,-18.727,5.7484,2.7655,6.5301,2.342,0.650555556,-0.459,-0.1275,-0.032,0.008888889
2297,45.95699158,-66.62841473,683777.8789,5092003.751,-18.5614,5.7485,2.7654,6.53,2.276,0.632222222,-0.453,-0.125833333,-0.058,0.016111111
2298,45.95699806,-66.62841654,683777.7172,5092004.467,-18.6278,5.7486,2.7654,6.5299,2.415,0.670833333,-0.462,-0.128333333,-0.079,0.021944444
2299,45.95700178,-66.6284174,683777.6382,5092004.878,-18.5364,5.7487,2.7653,6.5299,2.299,0.638611111,-0.486,-0.135,-0.068,0.018888889
2300,45.95700777,-66.62841659,683777.6812,5092005.546,-18.5874,5.7488,2.7653,6.5298,2.408,0.668888889,-0.365,-0.101388889,-0.065,0.018055556
2301,45.95701465,-66.62841742,683777.5941,5092006.308,-18.9235,5.7489,2.7652,6.5298,2.447,0.679722222,-0.186,-0.051666667,-0.076,0.021111111
2302,45.95701939,-66.62841887,683777.4661,5092006.831,-18.7882,5.749,2.7652,6.5297,2.276,0.632222222,-0.25,-0.069444444,-0.052,0.014444444
2303,45.95702326,-66.62841957,683777.399,5092007.26,-18.7677,5.7491,2.7651,6.5296,2.369,0.658055556,-0.256,-0.071111111,0.016,-0.004444444
2304,45.95702749,-66.62841968,683777.3765,5092007.729,-18.7024,5.7492,2.7651,6.5296,2.286,0.635,-0.303,-0.084166667,-0.056,0.015555556
2305,45.95703259,-66.62841949,683777.3744,5092008.297,-18.5914,5.7493,2.765,6.5295,2.264,0.628888889,-0.289,-0.080277778,-0.086,0.023888889
2306,45.95703787,-66.62842233,683777.1368,5092008.877,-18.5985,5.7494,2.765,6.5295,2.316,0.643333333,-0.282,-0.078333333,-0.058,0.016111111
2307,45.95704459,-66.62842543,683776.8744,5092009.616,-18.5995,5.7495,2.7649,6.5294,2.251,0.625277778,-0.276,-0.076666667,-0.056,0.015555556
2308,45.95704989,-66.62842614,683776.8018,5092010.203,-18.4901,5.7496,2.7649,6.5293,2.293,0.636944444,-0.032,-0.008888889,-0.04,0.011111111
2309,45.95705741,-66.62842573,683776.8087,5092011.04,-18.3559,5.7497,2.7648,6.5293,2.212,0.614444444,0.004,0.001111111,-0.091,0.025277778
2310,45.95706311,-66.62842673,683776.7124,5092011.671,-18.3565,5.7498,2.7648,6.5292,2.198,0.610555556,-0.127,-0.035277778,0.003,-0.000833333
2311,45.95707223,-66.62842692,683776.6675,5092012.683,-18.5175,5.7498,2.7647,6.5292,2.208,0.613333333,-0.33,-0.091666667,-0.068,0.018888889
2312,45.95707818,-66.62842575,683776.7385,5092013.347,-18.7057,5.7499,2.7647,6.5291,2.188,0.607777778,-0.459,-0.1275,-0.067,0.018611111
2313,45.95708383,-66.62842847,683776.509,5092013.969,-19.0126,5.75,2.7646,6.529,2.113,0.586944444,-0.381,-0.105833333,-0.087,0.024166667
2314,45.95708827,-66.62843129,683776.2758,5092014.456,-18.655,5.7501,2.7646,6.529,2.128,0.591111111,-0.465,-0.129166667,-0.005,0.001388889
2315,45.95709352,-66.62843372,683776.0702,5092015.033,-19.0658,5.7502,2.7645,6.5289,2.107,0.585277778,-0.402,-0.111666667,-0.028,0.007777778
2316,45.95709885,-66.6284327,683776.1316,5092015.628,-18.8612,5.7503,2.7645,6.5288,2.15,0.597222222,-0.202,-0.056111111,0.035,-0.009722222
2317,45.95710794,-66.62844122,683775.4413,5092016.618,-20.1115,5.8695,3.0714,7.6685,2.08,0.577777778,-0.215,-0.059722222,-0.062,0.017222222
2318,45.95710555,-66.62843627,683775.8328,5092016.364,-18.1012,5.7505,2.7644,6.5287,2.115,0.5875,-0.153,-0.0425,-0.006,0.001666667
2319,45.95711088,-66.62843163,683776.1747,5092016.967,-17.404,5.7506,2.7643,6.5286,2.221,0.616944444,-0.219,-0.060833333,-0.038,0.010555556
2320,45.95712365,-66.62844059,683775.4381,5092018.365,-19.8523,5.8698,3.0717,7.6688,2.277,0.6325,-0.126,-0.035,-0.009,0.0025
2321,45.95713524,-66.62844534,683775.0317,5092019.642,-20.6527,5.8699,3.0718,7.6689,2.354,0.653888889,0.244,0.067777778,-0.079,0.021944444
2322,45.9571246,-66.62841314,683777.5621,5092018.534,-13.2853,5.7508,2.7642,6.5285,2.252,0.625555556,0.511,0.141944444,0.009,-0.0025
2323,45.95714578,-66.6284355,683775.7594,5092020.835,-19.2112,5.8701,3.072,7.6691,2.3,0.638888889,0.369,0.1025,-0.051,0.014166667
2324,45.95714012,-66.62842027,683776.9583,5092020.242,-16.4239,5.8703,3.0722,7.6692,2.297,0.638055556,0.127,0.035277778,-0.036,0.01
2325,45.95715847,-66.62844426,683775.0386,5092022.225,-19.1879,6.4086,4.7615,9.6373,2.3,0.638888889,-0.096,-0.026666667,-0.061,0.016944444
2326,45.95714667,-66.62841177,683777.5953,5092020.989,-14.8941,5.8705,3.0724,7.6693,2.309,0.641388889,-0.038,-0.010555556,-0.029,0.008055556
2327,45.95709666,-66.62834803,683782.6999,5092015.58,-6.846,6.134,2.9465,6.6693,2.356,0.654444444,0.3,0.083333333,-0.046,0.012777778
2328,45.95712242,-66.62837796,683780.2954,5092018.373,-13.3845,6.3523,3.3465,7.6891,2.28,0.633333333,0.455,0.126388889,-0.008,0.002222222
2329,45.95711671,-66.62836835,683781.059,5092017.76,-12.7494,6.3518,3.3464,7.6893,2.279,0.633055556,0.575,0.159722222,-0.033,0.009166667
2330,45.95711771,-66.62835762,683781.8871,5092017.896,-12.0976,6.3513,3.3464,7.6895,2.226,0.618333333,0.584,0.162222222,0.01,-0.002777778
2331,45.95711334,-66.62834547,683782.8431,5092017.439,-10.9886,6.3507,3.3463,7.6897,2.301,0.639166667,0.429,0.119166667,-0.04,0.011111111
2332,45.95706349,-66.62832872,683784.3059,5092011.939,-9.9891,7.3312,3.7955,10.4157,2.313,0.6425,0.207,0.0575,-0.048,0.013333333
2333,45.95706011,-66.62833647,683783.7166,5092011.546,-10.1976,5.7517,2.7636,6.5277,2.357,0.654722222,0.046,0.012777778,-0.013,0.003611111
2334,45.95702936,-66.62827306,683788.7319,5092008.275,-3.8733,9.9836,5.5713,16.6912,2.331,0.6475,-0.065,-0.018055556,-0.027,0.0075
2335,45.95709163,-66.62835808,683781.9377,5092014.998,-17.288,7.3758,3.2918,9.416,2.287,0.635277778,-0.001,-0.000277778,-0.041,0.011388889
2336,45.95714909,-66.62848404,683771.9871,5092021.091,-16.9077,8.0517,3.3592,12.8306,2.228,0.618888889,-0.047,-0.013055556,-0.048,0.013333333
2337,45.95715866,-66.6284959,683771.0364,5092022.127,-15.2941,8.0535,3.3592,12.8344,2.173,0.603611111,-0.237,-0.065833333,-0.008,0.002222222
2338,45.95726188,-66.62847014,683772.6911,5092033.654,-33.6308,14.3935,4.4591,25.1095,2.143,0.595277778,-0.508,-0.141111111,-0.017,0.004722222
2339,45.95734776,-66.62841117,683776.9766,5092043.332,-47.0563,7.2672,3.8721,8.9281,2.029,0.563611111,-0.694,-0.192777778,-0.026,0.007222222
2340,45.95737628,-66.62840132,683777.6456,5092046.523,-49.9399,7.2659,3.8716,8.9277,2.043,0.5675,-0.863,-0.239722222,-0.053,0.014722222
2341,45.95707139,-66.62855275,683766.9197,5092012.3,17.672,7.286,2.7667,9.2578,1.99,0.552777778,-0.938,-0.260555556,-0.015,0.004166667
2342,45.95707772,-66.62855102,683767.0328,5092013.007,16.9633,7.2873,2.7667,9.2585,2.008,0.557777778,-0.956,-0.265555556,-0.026,0.007222222
2343,45.95708117,-66.62854503,683767.4856,5092013.404,16.1413,7.2885,2.7667,9.2592,2.048,0.568888889,-0.726,-0.201666667,-0.087,0.024166667
2344,45.95710557,-66.6285288,683768.6625,5092016.153,11.9574,7.2898,2.7666,9.2598,2.065,0.573611111,-0.563,-0.156388889,-0.053,0.014722222
2345,45.95725175,-66.62844733,683774.4922,5092032.582,-12.3421,10.185,3.9082,13.9938,2.08,0.577777778,-0.362,-0.100555556,-0.041,0.011388889
2346,45.95721427,-66.62845682,683773.8807,5092028.396,-6.5849,6.9861,3.7052,8.7759,2.128,0.591111111,-0.01,-0.002777778,-0.041,0.011388889
2347,45.95718452,-66.62848018,683772.169,5092025.036,-1.3703,5.753,2.7628,6.5266,2.154,0.598333333,0.426,0.118333333,-0.044,0.012222222
